db_id,query,question,hardness,lang
stock_vehicles,"SELECT
    vehicle_type,
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2014 THEN amount ELSE 0 END) -
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END) AS hybrid_change,
    (SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2014 THEN amount ELSE 0 END) -
    SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END)) * 100.0 / NULLIF(SUM(CASE WHEN fuel_type ILIKE '%hybrid%' AND year = 2013 THEN amount ELSE 0 END), 0) AS hybrid_percent_change
FROM spatial_unit AS su
    INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE
    su.name ILIKE 'Basel'
    AND su.municipal = 'True' AND fuel_type ILIKE '%hybrid%'
    AND (year = 2013 OR year = 2014)
GROUP BY
    vehicle_type;
"," What is the percent change in the number of hybrid cars change in the city of Basel between 2013 and 2014?
",unknown,en
stock_vehicles,"SELECT
    su.name AS city,
    SUM(sv.amount) AS total_agricultural_vehicles
FROM spatial_unit AS su
    INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE
    sv.vehicle_type ILIKE '%agricultural%'
    AND su.canton = 'True'
GROUP BY
    su.name
ORDER BY
    total_agricultural_vehicles DESC
LIMIT 1;
"," What canton has the most agricultural vehicles across all years?
",unknown,en
stock_vehicles,"SELECT
    su.name AS canton,
    SUM(CASE WHEN sv.vehicle_type ILIKE '%agricultural%' THEN sv.amount ELSE 0 END) AS total_agricultural_vehicles,
    SUM(CASE WHEN sv.vehicle_type ILIKE '%passenger transportation%' THEN sv.amount ELSE 0 END) AS total_passenger_vehicles,
    (SUM(CASE WHEN sv.vehicle_type ILIKE '%agricultural%' THEN sv.amount ELSE 0 END) * 1.0 / NULLIF(SUM(CASE WHEN sv.vehicle_type ILIKE '%passenger transportation%' THEN sv.amount ELSE 0 END), 0)) AS ratio_agricultural_to_passenger
FROM spatial_unit AS su
INNER JOIN stock_vehicles AS sv
ON su.spatialunit_uid = sv.spatialunit_uid
WHERE sv.year = 2010
    AND su.canton = 'True'
GROUP BY su.name
ORDER BY ratio_agricultural_to_passenger DESC
LIMIT 5;
"," What are the 5 cantons with the most agricultural vehicles per passenger transportation vehicle in 2010?
",unknown,en
stock_vehicles,"SELECT
    fuel_type,
    SUM(amount) AS total_amount
FROM stock_vehicles WHERE vehicle_type ILIKE '%motorcycle%'
    AND fuel_type != 'total'
GROUP BY fuel_type
ORDER BY total_amount DESC
LIMIT 1;
"," What fuel type is most frequently used for motorcycles?
",unknown,en
stock_vehicles,"SELECT SUM(amount) AS total_diesel_industrial_vehicles
FROM spatial_unit AS su
INNER JOIN stock_vehicles AS sv ON su.spatialunit_uid = sv.spatialunit_uid
WHERE su.name = 'Switzerland'
    AND sv.vehicle_type = 'industrial vehicles'
    AND sv.fuel_type = 'Diesel'
    AND sv.year = 2013;"," How many diesel industrial vehicles were there in Switzerland in 2013?
",unknown,en
baby_names_favorite_firstname,"SELECT amount, rank
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2014
    AND bnff.gender = 'girl'
    AND bnff.first_name = 'Lena'
    AND su.name = 'Switzerland'
    AND su.country = 'TRUE';
"," How many girls borned in 2014 in Switzeland is named as Lena. Return me the rank as well.
",extra,en
baby_names_favorite_firstname,"SELECT first_name, gender, amount, rank
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2016 and gender = 'girl' AND su.country = ''True'' AND su.name = 'Switzerland'
ORDER BY bnff.amount DESC LIMIT 1;
"," Show me the most popular names of girls in Switzerland in 2016.
",unknown,en
baby_names_favorite_firstname,"SELECT sum(amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE year = 2011 AND gender = 'boy' AND su.name ilike '%valais%' AND su.canton = 'TRUE';
"," How many boys were registered in Canton Valais in year 2011?
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Zug%' and su.canton = 'TRUE'
ORDER BY bnff.first_name;
"," Please list all registered baby names in Canton Zug in all years. Return me the result in order of alphabets.
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Switzerland%' and su.country = 'TRUE' and gender = 'girl'
intersect
SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.name ilike '%Switzerland%' and su.country = 'TRUE' and gender = 'boy';
"," Show me all registered gender-universal names in Switzerland.
",unknown,en
baby_names_favorite_firstname,"SELECT sum(bnff.amount), su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'girl' and bnff.year = 2011
GROUP BY su.name
ORDER BY sum(bnff.amount) DESC LIMIT 1;
"," Which canton has most borned girls registed in 2011?
",extra,en
baby_names_favorite_firstname,"SELECT sum(bnff.amount), su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'boy' and bnff.year = 2011
GROUP BY su.name
ORDER BY sum(bnff.amount) LIMIT 1;
"," Which canton has least borned boys registed in 2011?
",extra,en
baby_names_favorite_firstname,"SELECT bnff.first_name, bnff.year
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and su.name ilike '%Zug%' and bnff.gender = 'boy' and bnff.year > 2012 and bnff.rank = 1
ORDER BY bnff.year;
"," Show me the top one ranking boy names for each year after 2012 in canton Zug. Fetch me the result in an ascending order of the year.
",unknown,en
baby_names_favorite_firstname,"SELECT bnff.first_name, bnff.year, bnff.amount
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and su.name ilike '%Vaud%'  and bnff.gender = 'girl' and bnff.amount > 50
ORDER BY bnff.year;
"," All names that have been utilized by over 50 baby girls in canton Vaud. Please order the results by year.
",unknown,en
baby_names_favorite_firstname,"SELECT DISTINCT COUNT(bnff.first_name)
FROM baby_names_favorite_firstname as bnff;
"," How many baby names were registered?
",easy,en
baby_names_favorite_firstname,"SELECT DISTINCT bnff.first_name
FROM baby_names_favorite_firstname as bnff;
"," Show me all registered names in records.
",easy,en
baby_names_favorite_firstname,"SELECT bnff.first_name, su.name
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE' and bnff.gender = 'boy' and bnff.year = 2014 and bnff.rank = 1;;
"," Show me all top-1 ranked boy names for in each canton in year 2014.
",extra,en
baby_names_favorite_firstname,"SELECT bnff.year, sum(bnff.amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE'
group by bnff.year
ORDER BY sum(bnff.amount) LIMIT 1;
"," Which year has the least registered baby names for all cantons?
",extra,en
baby_names_favorite_firstname,"SELECT bnff.year, sum(bnff.amount)
FROM baby_names_favorite_firstname as bnff
JOIN spatial_unit as su ON bnff.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = 'TRUE'
group by bnff.year
ORDER BY sum(bnff.amount) DESC LIMIT 1;
"," Which year has the most registered baby names for all cantons?
",extra,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.year, T.age_class_wife, sum(T.amount) as total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name ilike '%Zurich%'
AND T.year = 2020
AND S.canton = 'True'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = '20-29 years'
GROUP BY S.name, T.year, T.age_class_wife;
"," How many women divorced at age between 20 and 29 in canton zurich in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2015
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.year
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces in 2015?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, S.name, sum(T.amount) as total_divorces
FROM divorces_duration_of_marriage_age_classes as T
JOIN spatial_unit AS S ON T.spatialunit_uid = s.spatialunit_uid
WHERE S.country
AND T.year = '2000'
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
GROUP BY S.name, T.year;
"," How many couples were divorced in Switzerland in the year 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.age_class_husband, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband != 'Age class of husband - total'
AND S.country
GROUP BY T.age_class_husband
ORDER BY total_divorces DESC
LIMIT 1;
"," What was the prominent age for men that divorced in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.age_class_wife, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife != 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.age_class_wife
ORDER BY total_divorces DESC
LIMIT 1;
"," What was the prominent age for women that divorced in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE (T.year = 2019 OR T.year = 2020)
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year
ORDER BY T.year DESC;
"," Did 2020 have more divorces than 2019?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, S.spatialunit_ontology, T.year, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM divorces_duration_of_marriage_age_classes AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE T.year = 2015
AND T.duration_of_marriage != 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.name ilike '%basel%'
GROUP BY T.year, T.duration_of_marriage, S.spatialunit_ontology, S.name;
"," How many divorces happened in Basel in 2015 and after how many years of marriage?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2020
AND T.duration_of_marriage = '0-4 years'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces after only a short marriage in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.duration_of_marriage, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2020
AND T.duration_of_marriage = '20 years or more'
AND T.age_class_husband = 'Age class of husband - total'
AND T.age_class_wife = 'Age class of wife - total'
AND S.canton
GROUP BY S.name, T.duration_of_marriage
ORDER BY total_divorces DESC
LIMIT 1;
"," Which Kanton had the most divorces after only a very long marriage in 2020?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 1990
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year
ORDER BY T.year;
"," How did the amount of divorces in Switzerland develop since 1990?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT T.year, T.duration_of_marriage, T.amount AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 1990
AND T.duration_of_marriage != 'Duration of marriage - total'
AND T.age_class_wife = 'Age class of wife - total'
AND T.age_class_husband = 'Age class of husband - total'
AND S.country
GROUP BY T.year, T.duration_of_marriage, T.amount
ORDER BY T.year, T.duration_of_marriage;
"," Which Canton had the least divorces in 2002?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.age_class_husband, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year = 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND T.age_class_husband = '90 years or older'
AND T.age_class_wife = 'Age class of wife - total'
AND S.country
GROUP BY S.name, T.age_class_husband
ORDER BY total_divorces ASC
LIMIT 1;
"," Did any men divorce at an age of 90 or above in Switzerland in 2000?
",unknown,en
divorces_duration_of_marriage_age_classes,"SELECT S.name, T.age_class_husband, T.age_class_wife, SUM(T.amount) AS total_divorces
FROM spatial_unit AS S
INNER JOIN divorces_duration_of_marriage_age_classes AS T
ON S.spatialunit_uid = T.spatialunit_uid
WHERE T.year >= 2000
AND T.duration_of_marriage = 'Duration of marriage - total'
AND ((T.age_class_husband = '90 years or older'
          AND T.age_class_wife = 'Age class of wife - total')
        OR (T.age_class_wife = '90 years or older'
         AND T.age_class_husband = 'Age class of husband - total'))
AND S.country
GROUP BY S.name, T.age_class_husband, T.age_class_wife
ORDER BY total_divorces ASC;
"," Did any person divorce at an age of 90 or above in Switzerland since 2000?
",unknown,en
